Unnamed: 0,Reactant1,Reactant2,Solvents,Solvent1,Solvent2,Reagents,Reagent1,Reagent2,Reagent3,Reagent4,Reagent5,ddG,ee,index,temperature
434,CC(=O)c1cccn1C,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(=O)c1cccn1C.CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.2276749533908613,0.98,765,80
435,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,0.9959120938621988,0.61,766,80
436,COC(=O)c1cccn1C,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.COC(=O)c1cccn1C.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.2276749533908613,0.98,769,80
437,COC(=O)c1cccs1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.COC(=O)c1cccs1.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,770,80
438,Clc1cccc2ccoc12,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Clc1cccc2ccoc12.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,773,80
439,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7(C=O)C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7(C=O)C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,2.939314190225472,0.97,774,80
440,c1ccc2occc2c1,CCCN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CCCN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,775,80
441,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7(C(C)(C)O)C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7(C(C)(C)O)C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.2276749533908613,0.98,781,80
442,c1ccc2occc2c1,C1CN(CC23C4C5C6C2[Fe]56432789C3C2C7C8C39)CCO1,CC(=O)N(C)C,CC(=O)N(C)C,,C1CN(CC23C4C5C6C2[Fe]56432789C3C2C7C8C39)CCO1.CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.2276749533908613,0.98,782,80
443,COc1ccc(-c2cccs2)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.COc1ccc(-c2cccs2)cc1.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,784,80
444,Clc1ccc(-c2cccs2)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Clc1ccc(-c2cccs2)cc1.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,787,80
445,c1ccc(-c2ccsc2)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc(-c2ccsc2)cc1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.2276749533908613,0.98,788,80
446,c1ccc(-c2ccco2)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc(-c2ccco2)cc1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,792,80
447,c1ccc(-c2ccoc2)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc(-c2ccoc2)cc1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,793,80
448,c1ccc(-c2ccoc2)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc(-c2ccoc2)cc1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,794,80
449,c1ccc2occc2c1,CCN(CC)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CCN(CC)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,0.0702999884592006,0.05,795,80
450,COc1ccc(-c2ccco2)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.COc1ccc(-c2ccco2)cc1.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,800,80
451,CC(=O)c1ccc(-c2ccco2)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(=O)c1ccc(-c2ccco2)cc1.CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,802,80
452,Cc1ccoc1C,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Cc1ccoc1C.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,2.939314190225472,0.97,804,80
453,Cc1ccsc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Cc1ccsc1.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,2.7336677407754446,0.96,810,80
454,CC(=O)c1ccc(-c2ccco2)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(=O)c1ccc(-c2ccco2)cc1.CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,812,80
455,Cn1cccc1C=O,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Cn1cccc1C=O.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,813,80
456,c1ccc2occc2c1,CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28.CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,1.1389540926351596,0.67,815,80
457,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,816,80
458,CCOC(=O)/C=C/c1cccn1C,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CCOC(=O)/C=C/c1cccn1C.CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,2.573335745545289,0.95,817,80
459,Cn1ccc2cc(Cl)ccc21,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Cn1ccc2cc(Cl)ccc21.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.2276749533908613,0.98,822,80
460,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,826,80
461,[2H]c1cc2ccccc2o1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[2H]c1cc2ccccc2o1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,827,80
462,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7(C(O)(c1ccccc1)c1ccccc1)C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7(C(O)(c1ccccc1)c1ccccc1)C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,828,80
463,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,829,80
464,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,830,80
465,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7(P(=O)(c1ccccc1)c1ccccc1)C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7(P(=O)(c1ccccc1)c1ccccc1)C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,832,80
466,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7([Si](C)(C)C)C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7([Si](C)(C)C)C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,2.939314190225472,0.97,835,80
467,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,842,80
