Unnamed: 0,Reactant1,Reactant2,Solvents,Solvent1,Solvent2,Reagents,Reagent1,Reagent2,Reagent3,Reagent4,Reagent5,ddG,ee,index,temperature
394,OB(O)c1ccccc1,CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28.CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])[O-].OB(O)c1ccccc1.[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,1.9327159906429556,0.88,682,80
395,OB(O)c1ccccc1,CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28.CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])[O-].OB(O)c1ccccc1.[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,1.5330926030914749,0.82,683,60
396,OB(O)c1ccccc1,CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28.CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])[O-].OB(O)c1ccccc1.[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,1.5745985765205313,0.83,684,60
397,OB(O)c1ccccc1,CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28.CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])[O-].OB(O)c1ccccc1.[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,1.71402767563529,0.86,686,60
398,OB(O)c1ccccc1,CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28.CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])[O-].OB(O)c1ccccc1.[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,1.71402767563529,0.86,688,60
399,OB(O)c1ccccc1,CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28.CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])[O-].OB(O)c1ccccc1.[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,1.71402767563529,0.86,689,60
400,OB(O)c1ccccc1,CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O.CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28.CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])[O-].OB(O)c1ccccc1.[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,1.5745985765205313,0.83,690,60
401,OB(O)c1ccccc1,CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28.CCCC[N+](CCCC)(CCCC)CCCC.CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.O=C([O-])[O-].OB(O)c1ccccc1.[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,1.2894257508698002,0.75,691,60
402,OB(O)c1ccccc1,CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28.CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])[O-].OB(O)c1ccccc1.[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,1.352207229657329,0.77,692,60
403,OB(O)c1ccccc1,CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28.CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])[O-].OB(O)c1ccccc1.[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,1.352207229657329,0.77,693,60
404,OB(O)c1ccccc1,CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28.CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])[O-].OB(O)c1ccccc1.[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,1.352207229657329,0.77,694,60
405,OB(O)c1ccccc1,CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CC(N(C)C)C12C3C4C5C1[Fe]45321678C2C1C6C7C28.CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])[O-].OB(O)c1ccccc1.[Br-].[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,1.352207229657329,0.77,695,60
406,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,705,80
407,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,706,80
408,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,707,80
409,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,1.8169259302134253,0.86,708,80
410,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,709,80
411,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,710,80
412,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,1.9975603115955327,0.89,713,80
413,CC(=O)c1ccco1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(=O)c1ccco1.CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,714,80
414,Cc1ccco1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Cc1ccco1.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,2.573335745545289,0.95,715,80
415,Cc1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Cc1ccc2occc2c1.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,2.939314190225472,0.97,716,80
416,COc1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.COc1ccc2occc2c1.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,717,80
417,c1ccc(-c2ccc3occc3c2)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc(-c2ccc3occc3c2)cc1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,718,80
418,Cc1cc(C)c2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Cc1cc(C)c2occc2c1.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,719,80
419,CC(C)c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(C)c1ccc2occc2c1.CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,723,80
420,Cc1cc(C)c2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Cc1cc(C)c2occc2c1.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,726,80
421,Fc1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Fc1ccc2occc2c1.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,729,80
422,Clc1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Clc1ccc2occc2c1.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,730,80
424,c1ccc(-c2cccs2)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc(-c2cccs2)cc1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.2276749533908613,0.98,742,80
425,c1ccc2occc2c1,C1CCN(CC23C4C5C6C2[Fe]56432789C3C2C7C8C39)C1,CC(=O)N(C)C,CC(=O)N(C)C,,C1CCN(CC23C4C5C6C2[Fe]56432789C3C2C7C8C39)C1.CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.2276749533908613,0.98,743,80
426,Cc1cccs1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Cc1cccs1.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,2.939314190225472,0.97,746,80
427,CC(=O)c1cccs1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(=O)c1cccs1.CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,2.939314190225472,0.97,747,80
428,c1ccc2occc2c1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,1.5433605578394691,0.8,748,80
429,O=Cc1cccs1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.O=Cc1cccs1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,3.2276749533908613,0.98,752,80
430,COC(=O)c1ccco1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.COC(=O)c1ccco1.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.7180896169499977,0.99,755,80
431,c1ccc2occc2c1,C1CCN(CC23C4C5C6C2[Fe]56432789C3C2C7C8C39)CC1,CC(=O)N(C)C,CC(=O)N(C)C,,C1CCN(CC23C4C5C6C2[Fe]56432789C3C2C7C8C39)CC1.CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2].c1ccc2occc2c1,O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.2276749533908613,0.98,756,80
432,Fc1ccc(-c2cccs2)cc1,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.Fc1ccc(-c2cccs2)cc1.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,2.939314190225472,0.97,760,80
433,CC(=O)c1cccn1C,CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28,CC(=O)N(C)C,CC(=O)N(C)C,,CC(=O)[O-].CC(=O)[O-].CC(=O)c1cccn1C.CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN(C)CC12C3C4C5C1[Fe]45321678C2C1C6C7C28.O=C([O-])[O-].O=C1C=CC(=O)C=C1.[K+].[K+].[Pd+2],O=C([O-])[O-].[K+].[K+],O=C1C=CC(=O)C=C1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,3.2276749533908613,0.98,761,80
